ProductGroupID;ProductGroupDescription;BooksEcobookstoreDescription;BooksFairnopolyID;BooksFairnopolyDescription;BooksGoogleDescription
693;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Allgemeinmedizin, Diagnostik, Therapie;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher
694;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Innere Medizin, Chirurgie;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher 
695;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Zahnmedizin, Mundheilkunde, Kieferheilkunde;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher 
696;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Andere Fachgebiete;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher
697;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Alternative Medizin, Naturmedizin, Homöopathie;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher 
698;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Tiermedizin;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher
699;Mathematik, Naturwissenschaften, Technik, Medizin/Medizin, Pharmazie/Pharmazie, Pharmakologie, Toxikologie;Fachbücher;295;Bücher/Fachbücher/Medizin;Medien > Bücher > Sachliteratur > Medizinische Bücher 
700;Sozialwissenschaften, Recht, Wirtschaft;Fachbücher;189;Bücher/Fachbücher;Medien > Bücher > Sachliteratur
710;Sozialwissenschaften, Recht, Wirtschaft/Allgemein;Fachbücher;189;Bücher/Fachbücher;Medien > Bücher > Sachliteratur 
720;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung 
721;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Erziehungsratgeber;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
722;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Allgemein, Lexika;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung 
723;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Bildungswesen, Schule, Hochschule;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
724;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Didaktik, Methodik, Schulpädagogik, Fachdidaktik;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
725;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Kindergarten, Vorschulpädagogik;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
726;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Erwachsenenbildung;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
727;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Sozialpädagogik ;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
728;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Sonderpädagogik, Behindertenpädagogik;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
729;Sozialwissenschaften, Recht, Wirtschaft/Erziehung, Bildung, Unterricht/Erziehung, Bildung/Sonstiges;Fachbücher;297;Bücher/Fachbücher/Pädagogik;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung
730;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
731;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften/Populäre Darstellungen;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
732;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften/Allgemein, Lexika;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
733;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften/Journalistik, Presse, Film, Funk, TV;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
734;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften/Verlagswesen, Buchhandel, Bibliothekswesen;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
735;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften/Kommunikationswissenschaften;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
739;Sozialwissenschaften, Recht, Wirtschaft/Medienwissenschaften/Sonstiges;Fachbücher;294;Bücher/Fachbücher/Medienwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
740;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
741;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Populäre Darstellungen;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
742;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Allgemein;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
743;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Politikwissenschaft;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
744;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Soziologie;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
745;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Angewandte Soziologie;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
746;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Sozialarbeit;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
747;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Öffentliche Verwaltung;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
748;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Arbeits-, Interessenvertretung;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
749;Sozialwissenschaften, Recht, Wirtschaft/Politikwissenschaft, Soziologie/Sonstiges;Fachbücher;300;Bücher/Fachbücher/Politikwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
750;Sozialwissenschaften, Recht, Wirtschaft/Völkerkunde, Volkskunde;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
751;Sozialwissenschaften, Recht, Wirtschaft/Völkerkunde, Volkskunde/Populäre Darstellungen;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
752;Sozialwissenschaften, Recht, Wirtschaft/Völkerkunde, Volkskunde/Allgemein, Lexika;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
753;Sozialwissenschaften, Recht, Wirtschaft/Völkerkunde, Volkskunde/Völkerkunde;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
754;Sozialwissenschaften, Recht, Wirtschaft/Völkerkunde, Volkskunde/Volkskunde;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
759;Sozialwissenschaften, Recht, Wirtschaft/Völkerkunde, Volkskunde/Sonstiges;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
760;Sozialwissenschaften, Recht, Wirtschaft/Umwelt, Ökologie;Fachbücher;306;Bücher/Fachbücher/Umweltwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
761;Sozialwissenschaften, Recht, Wirtschaft/Umwelt, Ökologie/Umwelt;Fachbücher;306;Bücher/Fachbücher/Umweltwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
765;Sozialwissenschaften, Recht, Wirtschaft/Umwelt, Ökologie/Landwirtschaft, Gartenbau;Fachbücher;306;Bücher/Fachbücher/Umweltwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
766;Sozialwissenschaften, Recht, Wirtschaft/Umwelt, Ökologie/Forstwirtschaft, Fischerei;Fachbücher;306;Bücher/Fachbücher/Umweltwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
769;Sozialwissenschaften, Recht, Wirtschaft/Umwelt, Ökologie/Sonstiges;Fachbücher;306;Bücher/Fachbücher/Umweltwissenschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
770;Sozialwissenschaften, Recht, Wirtschaft/Recht;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
771;Sozialwissenschaften, Recht, Wirtschaft/Recht/Rechtsratgeber;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
772;Sozialwissenschaften, Recht, Wirtschaft/Recht/Allgemein, Lexika;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
773;Sozialwissenschaften, Recht, Wirtschaft/Recht/Privatrecht, BGB;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher 
774;Sozialwissenschaften, Recht, Wirtschaft/Recht/Öffentliches Recht;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
775;Sozialwissenschaften, Recht, Wirtschaft/Recht/Steuern;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher 
776;Sozialwissenschaften, Recht, Wirtschaft/Recht/Strafrecht;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher 
777;Sozialwissenschaften, Recht, Wirtschaft/Recht/Handels-, Wirtschafts-, Arbeits-, Sozialrecht;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
778;Sozialwissenschaften, Recht, Wirtschaft/Recht/Internationales Recht;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
779;Sozialwissenschaften, Recht, Wirtschaft/Recht/Sonstiges;Fachbücher;290;Bücher/Fachbücher/Jura;Medien > Bücher > Sachliteratur > Rechtsbücher
780;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
781;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Wirtschaftsratgeber;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
782;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Allgemein, Lexika;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
783;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Volkswirtschaft;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
784;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Betriebswirtschaft;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
785;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Management;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
786;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Werbung, Marketing;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
787;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Einzelne Wirtschaftszweige;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher 
788;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/International;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
789;Sozialwissenschaften, Recht, Wirtschaft/Wirtschaft/Sonstiges;Fachbücher;307;Bücher/Fachbücher/Wirtschaft;Medien > Bücher > Sachliteratur > Sozialwissenschaftliche Bücher
800;Schule, Lernen;Schule & Lernen;190;Bücher/Schule & Lernen;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
810;Schule, Lernen/Schulbücher;Schule & Lernen;309;Bücher/Schule & Lernen/Schulbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
820;Schule, Lernen/Unterrichtsmaterialien;Schule & Lernen;309;Bücher/Schule & Lernen/Schulbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
830;Schule, Lernen/Berufsschulbücher;Schule & Lernen;309;Bücher/Schule & Lernen/Schulbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
840;Schule, Lernen/Lernhilfen, Abiturwissen;Schule & Lernen;311;Bücher/Schule & Lernen/Lernhilfen;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
850;Schule, Lernen/Lektüren, Interpretationen;Schule & Lernen;310;Bücher/Schule & Lernen/Schullektüren;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
860;Schule, Lernen/VHS, Erwachsenenbildung;Schule & Lernen;313;Bücher/Schule & Lernen/Erwachsenenbildung;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
870;Schule, Lernen/Deutsch als Fremdsprache;Schule & Lernen;308;Bücher/Schule & Lernen/Sprachen & Wörterbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
880;Schule, Lernen/Lernsoftware;Schule & Lernen;190;Bücher/Schule & Lernen;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
881;Schule, Lernen/Lernsoftware/Sprachen/Deutsch;Schule & Lernen;308;Bücher/Schule & Lernen/Sprachen & Wörterbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
882;Schule, Lernen/Lernsoftware/Sprachen/Englisch;Schule & Lernen;308;Bücher/Schule & Lernen/Sprachen & Wörterbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
883;Schule, Lernen/Lernsoftware/Sprachen/Französisch;Schule & Lernen;308;Bücher/Schule & Lernen/Sprachen & Wörterbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
886;Schule, Lernen/Lernsoftware/Sprachen;Schule & Lernen;308;Bücher/Schule & Lernen/Sprachen & Wörterbücher;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
887;Schule, Lernen/Lernsoftware/Mathematik;Schule & Lernen;190;Bücher/Schule & Lernen;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
889;Schule, Lernen/Lernsoftware//Sonstige Fächer;Schule & Lernen;190;Bücher/Schule & Lernen;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen
890;Schule, Lernen/Sonstiges;Schule & Lernen;190;Bücher/Schule & Lernen;Medien > Bücher > Sachliteratur > Bücher zu Bildung & Erziehung > Lernhilfen 
900;Musikstilrichtungen;Kunst & Kultur;256;Bücher/Film, Kunst & Kultur/Musik;Medien > Musik 
910;Musikstilrichtungen/Rock, Pop;Kunst & Kultur;256;Bücher/Film, Kunst & Kultur/Musik;Medien > Musik
920;Musikstilrichtungen/Jazz;Kunst & Kultur;256;Bücher/Film, Kunst & Kultur/Musik;Medien > Musik
930;Musikstilrichtungen/Klassik;Kunst & Kultur;256;Bücher/Film, Kunst & Kultur/Musik;Medien > Musik
